id,tipo,nombre,calle_y_numero,colonia,alcaldia,cp,categoria,subcategoria
1185,Restaurante,Cambalache Vallejo,Norte 45 local 902 A,Industrial Vallejo,Azcapotzalco,2300.0,Restaurante,Carnes
1186,Restaurante,Entremar,Hegel 307 local B,Polanco,Miguel Hidalgo,11560.0,Restaurante,Del Mar
1187,Restaurante,Wings Lindavista,Avenida Montevideo 363 local 101,Lindavista Norte,Gustavo A. Madero,7300.0,,
1188,Restaurante,Italianni´S,"Av. Vasco de Quiroga, No. 3800",Antigua Mina,Cuajimalpa de Morelos,5109.0,,
1189,Restaurante,Italianni´S,"Calz. Desierto de los Leones, No. 52",San Ángel,Álvaro Obregón,1000.0,,
1190,Restaurante,Wings Hospital Juárez,Avenida Instituto Politécnico Nacional 5160,Maximino Ávila Camacho,Gustavo A. Madero,7380.0,,
1191,Restaurante,La Bodeguita Del Medio,Cozumel 37,Roma Norte,Cuauhtémoc,6700.0,Restaurante,Internacional
1192,Restaurante,Wings Colegio Militar,Calzada México Tacuba 94,Tlaxpana,Miguel Hidalgo,11370.0,Restaurante,Internacional
1193,Restaurante,Kikos,Juan Sarabia 232,Nueva Santa María,Azcapotzalco,2800.0,Restaurante buffet,Mexicana
1194,Restaurante,El Huarache,Jardín Centenario 14 local B,Villa Coyoacán,Coyoacán,4000.0,Restaurante,Mexicana
1195,Restaurante,Maquech Purpura,Avenida Doctor José María Vertiz 808 locales A B C y D,Narvarte Poniente,Benito Juárez,3020.0,Restaurante,Regional
1196,Restaurante,Restaurante Tornavento,Calzada de Tlalpan 1561,Portales Sur,Benito Juárez,3300.0,Restaurante,Mexicana
1197,Restaurante,Rojo Bistrot,Ámsterdam 71 C,Hipódromo,Cuauhtémoc,6100.0,Restaurante,Francesa
1198,Restaurante,El Buen Bife,Avenida Insurgentes Sur 1248,Del Valle Centro,Benito Juárez,3100.0,Restaurante,Carnes
1199,Restaurante,Champs Elysees,Avenida Reforma 316 piso 3 y 4,Juárez,Cuauhtémoc,6600.0,Restaurante,Francesa
1200,Restaurante,Au Pied De Cochon,Av Juan Salvador Agraz No. 97,Santa Fe,Cuajimalpa de Morelos,5348.0,,
1201,Restaurante,El Aserrin,Fernando Montes de Oca 18,Hipódromo,Cuauhtémoc,6100.0,Restaurante,Mexicana
1202,Restaurante,Restaurantes Toks Reforma 77,"Paseo de la Reforma, No. 77 PB Local 1-5",Tabacalera,Cuauhtémoc,6030.0,,
1203,Restaurante,Konditori,Génova 61,Juárez,Cuauhtémoc,6600.0,Cafetería,Internacional
1204,Restaurante,La Casa Del Filete,Doctor José María Vertiz 800,Narvarte Poniente,Benito Juárez,3020.0,Restaurante,Carnes
1205,Restaurante,Trattoria Della Casa Nueva,Avenida de la Paz 40 200,San Ángel,Álvaro Obregón,1000.0,Restaurante,Italiana
1206,Restaurante,Shalala,Vicente Suarez 38 6,Condesa,Cuauhtémoc,6140.0,Restaurante,Japonesa
1207,Restaurante,El Mirador,Avenida Chapultepec 606,San Miguel Chapultepec,Miguel Hidalgo,11850.0,Restaurante,Mexicana
1208,Restaurante,La Buena Tierra,Atlixco 94 A,Condesa,Cuauhtémoc,6140.0,Restaurante,Vegetariana
1209,Restaurante,Lobby Restaurante,Avenida Presidente de Masaryk 201,Polanco,Miguel Hidalgo,11560.0,Restaurante,Internacional
1210,Restaurante,Brasil Copacabana,Avenida División del Norte 3111,Pueblo La Candelaria,Coyoacán,4380.0,Taquerías y Torterías,Mexicana
1211,Restaurante,Café La Blanca,Avenida 5 de Mayo 40,Centro,Cuauhtémoc,6000.0,Restaurante,Mexicana
1212,Restaurante,Tortas La Reforma,Alejandro Dumas 92 C,Polanco,Miguel Hidalgo,11560.0,Comida rapida,Mexicana
1213,Restaurante,L´Intervallo,Sagredo 162,San José Insurgentes,Benito Juárez,3900.0,Restaurante,Italiana
1214,Restaurante,El Califa,Altata 22,Hipódromo,Cuauhtémoc,6100.0,Taquerías y Torterías,Mexicana
1215,Restaurante,Los Bisquets Bisquets Obregón,Aguascalientes 125,Roma Sur,Cuauhtémoc,6760.0,Restaurante,Mexicana
1216,Restaurante,Taquitos Del Valle,Avenida Canal de Miramontes 2709,Prados de Coyoacán,Coyoacán,4810.0,Restaurante,Mexicana
1217,Restaurante,Posada Del Sancho,Calzada de los Misterios 323,Vallejo,Gustavo A. Madero,7870.0,,
1218,Restaurante,Las Brasas,Avenida Centenario 173 A,Merced Gómez,Álvaro Obregón,1600.0,Taquerías y Torterías,Mexicana
1219,Restaurante,Sanborns,Av. Cuauhtémoc 287,Roma Sur,Cuauhtémoc,6760.0,,
1220,Restaurante,Restaurante Tandoor,Copérnico 156,Anzures,Miguel Hidalgo,11590.0,Restaurante,Hindú
1221,Restaurante,Sanborns,Montecitos 38,Nápoles,Benito Juárez,3810.0,,
1222,Restaurante,Quetacoatl,Presidente Carranza No. 95,Del carmen,Coyoacán,4000.0,,
1223,Restaurante,Restaurante Escuela Zéfiro,"San Jerónimo, No. 24",Centro,Cuauhtémoc,6080.0,,
1224,Restaurante,El General Zapata,Carretera Picacho - Ajusco km 8 S/N,San Andrés,Tlalpan,14749.0,,
1225,Restaurante,Starbucks Coffee,Ejército Nacional No. 843,Granada,Miguel Hidalgo,11520.0,,
1226,Restaurante,Starbucks Coffee,Calzada de las Aguilas No. 1952,Villa Vedum,Álvaro Obregón,1810.0,,
1227,Restaurante,Starbucks Coffee,Iglesia No. 270,Tizapán,Álvaro Obregón,1090.0,,
1228,Restaurante,Starbucks Coffee,"Bahía De San Hipólito,43",Anáhuac,Miguel Hidalgo,11320.0,,
1229,Restaurante,Starbucks Coffee,Avenida Xola 535,Del Valle Centro,Benito Juárez,3100.0,,
1230,Restaurante,Starbucks Coffee,"Calzada Vallejo, No.1090",Industrial Vallejo,Azcapotzalco,2300.0,,
1231,Restaurante,Starbucks Coffee,"Avenida Gabriel Mancera, No. 1357",Del Valle Centro,Benito Juárez,3100.0,,
1232,Restaurante,Starbucks Coffee,Avenida Camino al Olivo No. 22,Vista Hermosa,Cuajimalpa de Morelos,5109.0,,
1233,Restaurante,Starbucks Coffee,Avenida del Imán No. 151,Pedregal de Carrasco,Coyoacán,4700.0,,
1234,Restaurante,Dominos Pizza,Calle Pino Num 38,El Rosario,Xochimilco,16070.0,,
1235,Restaurante,Dominos Pizza,"Calzada Vallejo, No. 1090",Industrial Vallejo,Azcapotzalco,2300.0,,
1236,Restaurante,Dominos Pizza,"Calzada Ermita Iztapalapa, No. 1853",Los Ángeles,Iztapalapa,9830.0,,
1237,Restaurante,Dominos Pizza,"Av. Juárez, No. 160",Zapótitlan,Tláhuac,13209.0,,
1238,Restaurante,Starbucks Coffee,Tlacotalpan No. 59,Roma Sur,Cuauhtémoc,6760.0,,
1239,Restaurante,Dominos Pizza,"Avenida Tlahuac, No. 3843",San Andrés Tomatlán,Iztapalapa,9870.0,,
1240,Restaurante,Starbucks Coffee,Acueducto Río Hondo No. 20,Lomas de Chapultepec,Miguel Hidalgo,11000.0,,
1241,Restaurante,Starbucks Coffee,Monte Everest No. 625,Lomas de Chapultepec,Miguel Hidalgo,11000.0,,
1242,Restaurante,Dominos Pizza,"Carretera Federal a Cuernavaca, No. 5595",San Pedro Mártir,Tlalpan,14650.0,,
1243,Restaurante,Starbucks Coffee,"Avenida Insurgentes Sur, No.1647",San José Insurgentes,Benito Juárez,3900.0,,
1244,Restaurante,Starbucks Coffee,Avenida San Jéronimo No. 240,Ciudad Universitaria,Coyoacán,4510.0,,
1245,Restaurante,Starbucks Coffee,Monte Pelvoux No. 210,Lomas de Chapultepec,Miguel Hidalgo,11000.0,,
1246,Restaurante,Starbucks Coffee,Avenida Adolfo López Mateos No.4991,Tepepan,Tlalpan,14610.0,,
1247,Restaurante,Starbucks Coffee,Av. Juan Salvador Agraz No. 65,Zedec,Álvaro Obregón,5300.0,,
1248,Restaurante,Starbucks Coffee,Avenida Juárez No.76,Centro,Cuauhtémoc,6010.0,,
1249,Restaurante,Starbucks Coffee,Avenida Puente de Piedra No. 150,Toriello Guerra,Tlalpan,14050.0,,
1250,Restaurante,Starbucks Coffee,Presidente Masaryk No. 360,Polanco,Miguel Hidalgo,11560.0,,
1251,Restaurante,Starbucks Coffee,Avenida Paseo De La Reforma No. 505,Cuauhtémoc,Cuauhtémoc,6500.0,,
1252,Restaurante,Starbucks Coffee,Prado Norte No. 324,Lomas de Chapultepec,Miguel Hidalgo,11000.0,,
1253,Restaurante,Starbucks Coffee,Avenida Paseo Tamarindos No. 90,Bosque de las Lomas,Cuajimalpa de Morelos,5120.0,,
1254,Restaurante,Starbucks Coffee,Olivar De Los Padres No. 1086,Olivar de los Padres,Álvaro Obregón,1780.0,,
1255,Restaurante,Starbucks Coffee,Paseo de la Reforma No. 325,Cuauhtémoc,Cuauhtémoc,6500.0,,
1256,Restaurante,Dominos Pizza,Calzada Las Águilas 707,Las Águilas,Álvaro Obregón,1710.0,,
1257,Restaurante,Vips,República de Uruguay No. 53,Centro,Cuauhtémoc,6000.0,,
1258,Restaurante,Vips,Francisco I. Madero No. 30,Centro,Cuauhtémoc,6000.0,,
1259,Restaurante,Vips,Izazaga No. 38,Centro,Cuauhtémoc,5060.0,,
1260,Restaurante,Vips,Av. 16 de Septiembre No. 81,Centro,Cuauhtémoc,6060.0,,
1261,Restaurante,Vips,Parroquia No. 1031-A,Santa Cruz Atoyac,Benito Juárez,3310.0,,
1262,Restaurante,Vips,Blvd. Adolfo López Mateos No. 1701-A,Lomas de Plateros,Álvaro Obregón,1480.0,,
1263,Restaurante,Vips,Av. Copilco No. 164,Oxtopulco,Coyoacán,4318.0,,
1264,Restaurante,Vips,Calz. de las Águilas No. 1819,San Antonio Tarango,Álvaro Obregón,1620.0,,
1265,Restaurante,Vips,Av. Insurgentes Sur No. 954,Del Valle,Benito Juárez,3100.0,,
1266,Restaurante,Vips,Calz. de Tlalpan No. 4349,Toriello Guerra,Tlalpan,14050.0,,
1267,Restaurante,Vips,Av. Insurgentes Sur No. 3195,Insurgentes Cuicuilco,Coyoacán,4530.0,,
1268,Restaurante,Vips,Escuela Naval Militar No. 753-A,Los Cipreses,Coyoacán,4890.0,,
1269,Restaurante,Vips,Av. Ermita Iztapalapa No. 2013-A,Los Ángeles,Iztapalapa,9830.0,,
1270,Restaurante,Vips,Paseo de las Lilas No. 92,Bosque de las Lomas,Cuajimalpa de Morelos,5120.0,,
1271,Restaurante,Vips,Av. Vasco de Quiroga No. 3900,Santa Fe,Cuajimalpa de Morelos,5300.0,,
1272,Restaurante,Vips,Av. Revolución No. 682,Nonoalco,Benito Juárez,3800.0,,
1273,Restaurante,Vips,Alabama No. 7,Nápoles,Benito Juárez,3810.0,,
1274,Restaurante,Vips,Av. Insurgentes Sur No. 493,Roma Sur,Cuauhtémoc,6760.0,,
1275,Restaurante,Vips,Blvd. Manuel Ávila Camacho No. 631,Periodista,Miguel Hidalgo,11220.0,,
1276,Restaurante,Vips,Sadi Carnot No. 121,San Rafael,Cuauhtémoc,6470.0,,
1277,Restaurante,Vips,Hamburgo No. 126,Juárez,Cuauhtémoc,6600.0,,
1278,Restaurante,Vips,Melchor Ocampo No. 193,Verónica Anzures,Miguel Hidalgo,11300.0,,
1279,Restaurante,Vips,Av. Ribera de San Cosme No. 8,San Rafael,Cuauhtémoc,6470.0,,
1280,Restaurante,Vips,Nextengo No. 78 / II C,Santa Cruz Acayucan,Azcapotzalco,2770.0,,
1281,Restaurante,Vips,Av. Cuitláhuac No. 3338,Clavería,Azcapotzalco,2080.0,,
1282,Restaurante,Vips,Av. Eje 5 Norte No. 990,Santa Bárbara,Azcapotzalco,2230.0,,
1283,Restaurante,Sanborns,Avenida Montevideo 313,Lindavista,Gustavo A. Madero,7300.0,,
1284,Restaurante,Debbie & Peponne Healthy Food And Bakery,Bosque de Duraznos No. 39,Bosque de las Lomas,Miguel Hidalgo,11700.0,,
1285,Restaurante,Hotel Nh México City Centro Historico,Palma No. 42,Centro,Cuauhtémoc,6000.0,,
1286,Restaurante,Sanborns,Plutarco Elías Calles 1897,Portales,Benito Juárez,3580.0,,
1287,Restaurante,El Portón,"Eduardo Molina, No. 179",20 de Noviembre,Venustiano Carranza,15340.0,,
1288,Restaurante,El Portón,"Nextengo, No. 78",Santa Cruz Acayucan,Azcapotzalco,2770.0,,
1289,Restaurante,El Portón,"Aviación Civil, No. 1",Industrial Puerto Aéreo,Venustiano Carranza,15710.0,,
1290,Restaurante,El Portón,"Acoxpa, No. 744",San Bartolo Coapa,Tlalpan,14390.0,,
1291,Restaurante,El Portón,"Blvd. Manuel Ávila Camacho, No. 641",Periodista,Miguel Hidalgo,11220.0,,
1292,Restaurante,Sanborns,Insurgentes Sur 2105,Villa Obregón,Álvaro Obregón,1000.0,,
1293,Restaurante,Churros El Dorado,Calzada de Tlalpan No. 1793,Parque San Andrés,Coyoacán,4040.0,,
1294,Restaurante,Churros El Dorado,Avenida América No. 191,Villa Coyoacán,Coyoacán,4000.0,,
1295,Restaurante,Chilis Grill & Bar,"Av. Antonio Dovali Jaime Zedec Santa Fé, No. 94",Lomas de Santa Fe,Álvaro Obregón,1210.0,,
1296,Restaurante,Chilis Grill & Bar,"Montecito, No. 38",Nápoles,Benito Juárez,3810.0,,
1297,Restaurante,Chilis Grill & Bar,"Av. Capitán Carlos León González, s/n",Zona Federal Aeropuerto,Venustiano Carranza,15620.0,,
1298,Restaurante,Sanborns,Calzada Acoxpa 528,Coapa,Tlalpan,14337.0,,
1299,Restaurante,Sanborns,Calzada Vallejo 1090,Santa Cruz de las Salinas,Azcapotzalco,2340.0,,
1300,Restaurante,Chilis Grill & Bar,"Calz. Tlalpan, No. 4349",Toriello Guerra,Tlalpan,14050.0,,
1301,Restaurante,Chilis Grill & Bar,"Av. Eje 1 Mosqueta, No. 259",Buenavista,Cuauhtémoc,6350.0,,
1302,Restaurante,Chilis Grill & Bar,"Av. Vasco de Quiroga, No. 3800",Antigua Mina La Totolapa,Cuajimalpa de Morelos,1376.0,,
1303,Restaurante,Chilis Grill & Bar,"Londres, No. 127 L",Juárez,Cuauhtémoc,6600.0,,
1304,Restaurante,Burger King,"Avenida Vasco de Quiroga, No. 3850",Santa Fe,Cuajimalpa de Morelos,5109.0,,
1305,Restaurante,Burger King,"Avenida El Rosario, S/N",El Rosario,Azcapotzalco,2100.0,,
1306,Restaurante,Burger King,"Avenida El Rosario, No. 1025",El Rosario,Azcapotzalco,2430.0,,
1307,Restaurante,Burger King,"Avenida De La Fe, No. 94",Santa Fe,Álvaro Obregón,1210.0,,
1308,Restaurante,Burger King,Avenida Montevideo 363,Lindavista,Gustavo A. Madero,7300.0,,
1309,Restaurante,Burger King,"Avenida Ignacio Zaragoza, No. 270",Santa Cruz Aviación,Venustiano Carranza,15540.0,,
1310,Restaurante,Burger King,"Avenida Canal Rio Churubusco, No. S/N",Paseos de Churubusco,Iztapalapa,9040.0,,
1311,Restaurante,Chilis Grill & Bar,"Av. Paseo de la Reforma, No. 222",Juárez,Cuauhtémoc,6600.0,,
1312,Restaurante,Chilis Grill & Bar,Colector 13 280,Magdalena de las Salinas,Gustavo A. Madero,7760.0,,
1313,Restaurante,Burger King,"Calzada La viga, No. 1150",Apatlaco,Iztapalapa,9430.0,,
1314,Restaurante,Burger King,"Avenida Eje 1 Norte Mosqueta, No. 259",Buenavista,Cuauhtémoc,6350.0,,
1315,Restaurante,Burger King,"Avenida Parroquia, No. 179",Del Valle,Benito Juárez,3100.0,,
1316,Restaurante,Bipo Coyoacán,Malintzin No.155,Del Carmen,Coyoacán,4100.0,,
1317,Restaurante,Bipo Roma,Av. Alvaro Obregón No.287,Roma Sur,Cuauhtémoc,6760.0,,
1318,Restaurante,Sanborns,Insurgentes Sur 1605,San José Insurgentes,Benito Juárez,3900.0,,
1319,Restaurante,Sanborns,Periférico 4690,Jardines del Pedregal,Coyoacán,4600.0,,
1320,Restaurante,Sanborns,Calzada de las Águilas 1350,Puente Colorado,Álvaro Obregón,1730.0,,
1321,Restaurante,Sanborns,Av. Azcapotzalco 527,Centro de Azcapotzalco,Azcapotzalco,2000.0,,
1322,Restaurante,Sanborns,Isabel La Católica 35,Centro,Cuauhtémoc,6000.0,,
1323,Restaurante,Chilis Grill & Bar,"Av. Ejercito Nacional, No. 980",Chapultepec Morales,Miguel Hidalgo,11510.0,,
1324,Restaurante,Restaurante Terraza Alameda,Avenida Juarez No. 70,Centro,Cuauhtémoc,6010.0,,
1325,Restaurante,Papa Bill´S,Jaime Balmes No.11 Torre B Local 17,Polanco II,Miguel Hidalgo,11510.0,,
1326,Restaurante,Sanborns Cafe,Insurgentes Sur 3500,Peña Pobre,Tlalpan,14060.0,,
1327,Restaurante,Sanborns Cafe,Av. Universidad 1531,Florida,Álvaro Obregón,1030.0,,
1328,Restaurante,Sanborns Cafe,Canal de Miramontes 2600,San Antonio Coapa,Coyoacán,4830.0,,
1329,Restaurante,El Mirador De Chapultepec,"Av. Chapultepec, No. 606",San Miguel Chapultepec,Miguel Hidalgo,11850.0,,
1330,Restaurante,Friday´S,"Prolongación Paseo de la Reforma, No 400 - CR02",Peña Blanca,Álvaro Obregón,1210.0,,
1331,Restaurante,Friday´S,"Av. San Antonio, No. 57 PB- L1",Nápoles,Benito Juárez,3810.0,,
1332,Restaurante,Burger King,"Avenida Ejercito Nacional, No. 1014",Los Morales,Miguel Hidalgo,11510.0,,
1333,Restaurante,Burger King,"Calzada de Tlalpan, No.789",Portales,Benito Juárez,3300.0,,
1334,Restaurante,Burger King,"Av. Patriotismo, No. 533",Ciudad de los Deportes,Benito Juárez,3710.0,,
1335,Restaurante,Burger King,"Ermita Iztapalapa, No. 941",Santa Isabel Industrial,Iztapalapa,8920.0,,
1336,Restaurante,Burger King,"Ribera de San Cosme, No. 3",Santa María La Ribera,Cuauhtémoc,6400.0,,
1337,Restaurante,Burger King,"Insurgentes Sur, No. 729",Nápoles,Benito Juárez,3810.0,,
1338,Restaurante,Burger King,"Calzada Legaria, No. 252",Ventura Pérez de Alva,Miguel Hidalgo,11430.0,,
1339,Restaurante,Burger King,"Periferico Sur, No. 6399",Arenal Tepepan,Tlalpan,14610.0,,
1340,Restaurante,Burger King,Avenida José Loreto Fabela 55,San Juan de Aragón,Gustavo A. Madero,7950.0,,
1341,Restaurante,Burger King,Avenida Sara 4631,Guadalupe de Tepeyac,Gustavo A. Madero,7840.0,,
1342,Restaurante,Burger King,"Av. Universidad, No. 707",Del Valle,Benito Juárez,3100.0,,
1343,Restaurante,Burger King,"Av. del Iman, No. 151",Ajusco,Coyoacán,4300.0,,
1344,Restaurante,Burger King,Calzada de Guadalupe 431,Guadalupe de Tepeyac,Gustavo A. Madero,7840.0,,
1345,Restaurante,Burger King,"Av. Periférico Sur, No. 3369",San Jerónimo,La Magdalena Contreras,10200.0,,
1346,Restaurante,Burger King,"Calzada de los Leones, No. 206",Los Alpes,Álvaro Obregón,1010.0,,
1347,Restaurante,Hooters Vallejo,"Calzada Vallejo, No.1090",Santa Cruz de las Salinas,Azcapotzalco,2340.0,,
1348,Restaurante,Burger King,"Av. Tlahuac, No. 989",Lomas Estrella,Iztapalapa,9890.0,,
1349,Restaurante,Burger King,Eduardo Molina 1623,El Coyol,Gustavo A. Madero,7420.0,,
1350,Restaurante,Restaurante Principado,"Serapio Rendón, No. 124",San Rafael,Cuauhtémoc,6470.0,,
1351,Restaurante,Restaurante Bar Río Nanzas,"Río Lerma, No. 31",Cuauhtémoc,Cuauhtémoc,6500.0,,
1352,Restaurante,Restaurantes Y Bares Corinto,"Vallarta, No. 24",Tabacalera,Cuauhtémoc,6300.0,,
1353,Restaurante,Restaurante Copacabana,Avenida Cien Metros 4823,Ampliación Panamericana,Gustavo A. Madero,7770.0,,
1354,Restaurante,The Bistro,Av. Revolución 333,Tacubaya,Miguel Hidalgo,11870.0,,
1355,Restaurante,Sanborns,Av. Río Churubusco No. 1540,Iztacalco,Iztacalco,6040.0,,
1356,Restaurante,Sanborns,Calzada de Tlalpan No. 744,La Moderna,Benito Juárez,3510.0,,
1357,Restaurante,Sanborns,Xola No. 1856,Narvarte,Benito Juárez,3020.0,,
1358,Restaurante,Sanborns,División del Norte No. 1164,Del Valle,Benito Juárez,3100.0,,
1359,Restaurante,Mag Tacos,Isabel La Católica 423,Obrera,Cuauhtémoc,6800.0,,
1360,Restaurante,Restaurante Antiguo Palacio De Coyoacán,Parque Centenario No.15,Villa Coyoacán,Coyoacán,4000.0,,
1361,Restaurante,Restaurante Liverpool Y Rincón Perisur,Anillo Periférico No. 4690,Jardines del Pedregal,Coyoacán,4500.0,,
1362,Restaurante,Maiz Y Olivo,Álvaro Obregón 13,Roma,Álvaro Obregón,6700.0,,
1363,Restaurante,Sanborns,Melchor Ocampo No. 193,Verónica Anzures,Miguel Hidalgo,11300.0,,
1364,Restaurante,Sanborns,Eje 1 Norte Mosqueta No. 259 SA-PB-03,Buenavista,Cuauhtémoc,6350.0,,
1365,Restaurante,Sanborns,Av. Del Conscripto No. 311,Lomas de Sotelo,Miguel Hidalgo,11200.0,,
1366,Restaurante,Sanborns,Lago Zurich No. 245,Granada,Miguel Hidalgo,11529.0,,
1367,Restaurante,Restaurante Zanaya -Hotel Four Seasons Cdmx-,"Avenida Reforma, No.500",Juárez,Cuauhtémoc,6600.0,,
1368,Restaurante,Coffee Cart,Juárez No. 70,Cuauhtémoc,Cuauhtémoc,6010.0,,
1369,Restaurante,Barezzito Roma,Oaxaca 79,Roma,Cuauhtémoc,6700.0,,Mixta
1370,Restaurante,Veranda Bistro -Hotel Geneve Ciudad De México-,"Londres, No.130",Juárez,Cuauhtémoc,6600.0,,
1371,Restaurante,Los Arcos Polanco,Av. Presidente Masarik  49,Polanco,Miguel Hidalgo,11510.0,,Pescados Y Mariscos
1372,Restaurante,Pf Chang´S China Bistro,"Av. Cuauhtémoc, No. 462",Narvarte,Benito Juárez,3020.0,,
1373,Restaurante,Pf Chang´S China Bistro,"Montecito, No. 38",Nápoles,Benito Juárez,3810.0,,
1374,Restaurante,Pf Chang´S China Bistro,"Av. Acoxpa, No. 430",Ex Hacienda Coapa,Tlalpan,14430.0,,
1375,Restaurante,The Cheese Cake Factory,"Av. Cuauhtémoc, No. 462",Narvarte,Benito Juárez,3020.0,,
1376,Restaurante,Los Arcos,Av. Insrgentes Sur  1390,Actipan,Benito Juárez,3230.0,,Pescados Y Mariscos
1377,Restaurante,Olive Garden Santa Fe,"Av. Prolongación Paseo de la Reforma No. 400, L R-01",Peña Blanca,Álvaro Obregón,1210.0,,
1378,Restaurante,Biergarten,"Querétaro 225, Terraza 4",Roma Norte,Cuauhtémoc,6700.0,,
1379,Restaurante,Rincón Gourmet,Vermont No.29,Nápoles,Benito Juárez,3810.0,,
1380,Restaurante,Restaurante La Talavera,José Maria Lafragua  No. 7,Tabacalera,Cuauhtémoc,6030.0,,Otra
1381,Restaurante,Cup Stop Aicm,"Capitán Carlos León, S/N, Terminal 2 Triángulo de salidas",Peñón de los Baños,Venustiano Carranza,15620.0,,
1382,Restaurante,Panda Express Reforma 77,"Paseo de la Reforma, No. 77",Tabacalera,Cuauhtémoc,6030.0,,Otra
1383,Restaurante,Restaurante Benidorm,Avenida San Antonio Abad No. 161,Obrera,Cuauhtémoc,6800.0,,
1384,Restaurante,Olive Garden,Miguel Angel de Quevedo No.225 PB18,Romero de Terreros,Coyoacán,4310.0,,
1385,Restaurante,Bar La Terraza,José María Lafragua  No. 7,Tabacalera,Cuauhtémoc,6030.0,,
1386,Restaurante,Cafeteria Seibal Restaurante,José María Lafragua No. 7,Tabacalera,Cuauhtémoc,6030.0,,
1387,Restaurante,Restaurante Legaria,"Calzada Legaria, No. 50",Legaria,Miguel Hidalgo,11410.0,,
1388,Restaurante,Hooters,Av. Universidad No.1778 Loc R-09 y TR-09,Romero de Terreros,Coyoacán,4310.0,,
1389,Restaurante,Restaurante La Huerta,Guillermo Gonzalez Camarena No.300,Centro,Álvaro Obregón,1210.0,,
1390,Restaurante,Token Café,Guillermo Gonzalez Camarena No.300,Centro,Álvaro Obregón,1210.0,,
1391,Restaurante,Hooters,Insurgentes Sur No. 826,Del Valle,Benito Juárez,3100.0,,
1392,Restaurante,Hooters,Av. Universidad No. 734,Letrán Valle,Benito Juárez,3650.0,,
1393,Restaurante,Hilton México City Reforma,AV. Juarez No.70,Centro,Cuauhtémoc,6010.0,,
1394,Restaurante,Asado Del Valle,Río Pánuco No. 137,Cuauhtémoc,Cuauhtémoc,6500.0,,
1395,Restaurante,Te Amo Café,Eje Central Lázaro Cárdenas 898-D,Periodista,Benito Juárez,3620.0,Cafetería,
1396,Restaurante,Haku Tokyo Bar,Tamaulipas 56,Hipódromo,Cuauhtémoc,6100.0,Restaurante,Japonesa
1397,Arrendadora de autos,Promusa Rent Valle,Avenida Coyoacán 750,Del Valle,Benito Juárez,3100.0,Nacional,
1398,Arrendadora de autos,Arguba Transportaciones,Avenida Coyoacán 47,Del Valle,Benito Juárez,3100.0,Nacional,
1399,Arrendadora de autos,AVIS,Montecito 03-13 38,Nápoles,Benito Juárez,3810.0,Internacional,
1400,Arrendadora de autos,AVIS,Av. Juan Salvador Agraz,Desarrollo Santa Fé,Cuajimalpa de Morelos,5200.0,Internacional,
1401,Arrendadora de autos,Autorentas de México,Río Rin 72 local 4,Cuauhtémoc,Cuauhtémoc,6500.0,Nacional,
1402,Arrendadora de autos,Mexitour,Saturno 90,Guerrero,Cuauhtémoc,6300.0,Nacional,
1403,Arrendadora de autos,Casanova Chapultepec,Avenida Chapultepec 442,Roma Norte,Cuauhtémoc,6700.0,Nacional,
1404,Arrendadora de autos,OK Rente un Auto,Zacatecas 7,Roma Norte,Cuauhtémoc,6700.0,Nacional,
1405,Arrendadora de autos,Mer-Car Rent a Car,Cozumel 32 local 2,Roma Norte,Cuauhtémoc,6700.0,Nacional,
1406,Arrendadora de autos,Royal Rent a Car,Medellín 350,Roma Sur,Cuauhtémoc,6760.0,Nacional,
1407,Arrendadora de autos,Eclipse Rent a Car,Avenida Baja California 111,Roma Sur,Cuauhtémoc,6760.0,Nacional,
1408,Arrendadora de autos,National Car Rental,Paseo de la Reforma 107,Tabacalera,Cuauhtémoc,6030.0,Internacional,
1409,Arrendadora de autos,Servicio de Transportación Ejecutivo y Turismo,Calle 34 manzana 2 34 lote 21,El Rodeo,Iztacalco,8510.0,Nacional,
1410,Arrendadora de autos,TYT México,Pedro Antonio de los Santos 13,San Miguel Chapultepec II Sección,Miguel Hidalgo,11850.0,Nacional,
1411,Arrendadora de autos,Alamo Rent a Car,Thiers 195,Verónica Anzures,Miguel Hidalgo,11300.0,Internacional,
1412,Arrendadora de autos,National Car Rental,Capitan Carlos N. León,Col. Peñon de los Baños,Venustiano Carranza,15520.0,Internacional,
1413,Guías de Turistas,Liliana Aguillón Flores,1a Cda. Begonias No.6,Nueva Santa María,Azcapotzalco,2800.0,General (NOM08),
1414,Guías de Turistas,Rodrigo Jesús Reyes Martínez,"Tezonapa, No. 56",Santa María Malinalco,Azcapotzalco,2050.0,General (NOM08),
1415,Guías de Turistas,Guillermo Tejeda Canan,"Poza Rica, No.118",Petrolera,Azcapotzalco,2480.0,General (NOM08),
1416,Guías de Turistas,Edmundo Martínez Villegas,"Clavel, No.313-6",Nueva Santa María,Azcapotzalco,2800.0,General (NOM08),
1417,Guías de Turistas,Alejandro Pantoja Castro,Andador Osa Mayor No. 152,Unidad El Rosario,Azcapotzalco,2100.0,General (NOM08),
1418,Guías de Turistas,Claudia Margarita Servin Rosas,Campo Moralillo No. 135 BIS,Reynosa Tamaulipas,Azcapotzalco,2200.0,General (NOM08),
1419,Guías de Turistas,Francisco Javier Correa Garduño,"Av. Libertad, No. 100.",Pedregal de Carrasco,Coyoacán,4700.0,General (NOM08),
